first_use_any_dt,first_use_any_dt_raw,first_use_com_dt,first_use_com_dt_raw,class_intl_count,class_primary_cd,class_status_cd,class_status_dt,class_us_count,class_id,serial_no
,18520000,,18520000,1,046,9,1992-11-03,1,358,70035568
1898-09-01,18980901,1898-09-01,18980901,1,012,9,1992-11-03,1,361,70035628
1900-03-15,19000315,1900-03-15,19000315,6,046,6,1983-03-01,1,362,70035662
1865-01-01,18650101,1865-01-01,18650101,1,046,9,2002-01-12,1,363,70035691
,18820000,,18820000,1,046,9,1992-11-03,1,364,70036058
1898-08-19,18980819,1898-08-19,18980819,1,046,9,1992-11-03,1,365,70036098
1897-09-01,18970901,1897-09-01,18970901,1,039,9,1992-11-03,1,366,70036151
1899-06-01,18990601,1899-06-01,18990601,1,046,9,1992-11-03,1,367,70036221
1900-12-03,19001203,1900-12-03,19001203,1,039,9,1992-11-03,1,368,70036244
1901-03-01,19010301,1901-03-01,19010301,1,046,9,1992-11-03,1,370,70036521
1886-02-09,18860209,1886-02-09,18860209,2,013,9,2002-07-06,1,371,70036653
1901-03-01,19010301,1901-03-01,19010301,1,006,9,1992-11-03,1,372,70036799
1901-01-01,19010101,1901-01-01,19010101,1,018,9,1992-05-05,1,373,70036846
,19010100,,19010100,1,029,6,1983-03-01,1,374,70036940
,0,,0,0,046,1,1982-07-06,1,375,70036940
1900-08-01,19000801,1900-08-01,19000801,1,046,9,2002-07-20,1,378,70037177
1901-02-15,19010215,1901-02-15,19010215,1,035,9,2002-08-24,1,379,70037332
1892-08-12,18920812,1892-08-12,18920812,1,052,9,1983-03-01,1,381,70037360
1901-08-01,19010801,1901-08-01,19010801,1,016,9,1992-11-03,1,382,70037362
1898-01-03,18980103,1898-01-03,18980103,1,004,2,2015-03-06,1,383,70037449
,18930900,,18930900,2,046,9,1983-03-01,1,384,70037555
1901-06-15,19010615,1901-06-15,19010615,1,046,9,1992-11-03,1,385,70037560
1897-01-12,18970112,1897-01-12,18970112,1,013,9,1992-11-03,1,386,70037630
,18560000,,18560000,1,008,9,1992-11-03,1,387,70037640
1894-10-27,18941027,1894-10-27,18941027,1,046,9,1992-11-23,1,388,70037807
,18990600,,18990600,1,048,9,1992-12-07,1,389,70037901
1902-01-01,19020101,1902-01-01,19020101,1,028,9,1993-02-15,1,390,70037939
1902-01-02,19020102,1902-01-02,19020102,1,016,9,2002-12-14,1,391,70037945
,18990400,,18990400,1,046,9,1992-12-28,1,392,70037976
1896-10-27,18961027,1896-10-27,18961027,1,046,9,1993-01-11,1,393,70038075
1902-03-01,19020301,1902-03-01,19020301,1,012,9,1993-02-01,1,395,70038208
1902-04-05,19020405,1902-04-05,19020405,1,012,9,1993-03-08,1,396,70038412
1901-01-07,19010107,1901-01-07,19010107,2,012,9,1993-03-15,1,397,70038441
1902-03-01,19020301,1902-03-01,19020301,1,039,9,1993-03-22,1,398,70038451
,18740000,,18740000,1,039,9,1993-03-22,1,399,70038452
1902-04-21,19020421,1902-04-21,19020421,1,029,9,1993-04-12,1,401,70038571
1901-08-20,19010820,1901-08-20,19010820,1,023,9,1993-04-19,1,402,70038607
,18701200,,18701200,1,015,2,2015-03-06,1,403,70038631
1899-06-22,18990622,1899-06-22,18990622,1,039,9,1993-05-10,1,404,70038711
,18930600,,18930600,1,049,9,1993-05-17,1,405,70038774
1901-09-01,19010901,1901-09-01,19010901,1,018,9,1993-07-05,1,406,70038957
,18980300,,18980300,1,015,9,1993-07-19,1,407,70039047
1902-08-23,19020823,1902-08-23,19020823,1,023,9,1993-07-26,1,408,70039109
1890-02-17,18900217,1890-02-17,18900217,1,051,9,1993-08-02,1,409,70039132
,18980300,,18980300,1,015,2,2015-03-06,1,410,70039155
1901-06-15,19010615,1901-06-15,19010615,1,046,9,1993-08-23,1,413,70039313
1902-06-01,19020601,1902-06-01,19020601,1,018,9,1993-08-23,1,414,70039326
1902-10-18,19021018,1902-10-18,19021018,1,046,9,1993-09-06,1,415,70039374
,19001200,,19001200,1,019,2,2015-03-06,1,416,70039405
1902-09-01,19020901,1902-09-01,19020901,1,044,9,1993-09-06,1,417,70039409
1902-07-01,19020701,1902-07-01,19020701,1,016,9,1983-03-01,1,418,70039428
,18960000,,18960000,1,049,2,2023-06-23,1,419,70039438
1900-01-31,19000131,1900-01-31,19000131,1,014,9,1993-09-27,1,420,70039543
1902-11-10,19021110,1902-11-10,19021110,1,051,9,2003-11-08,1,421,70039745
,18940000,,18940000,1,014,9,1993-11-15,1,423,70039792
,18901200,,18901200,1,017,9,1993-12-20,1,424,70039933
,18981100,,18981100,1,023,6,1983-03-01,1,425,70040032
1878-04-16,18780416,1878-04-16,18780416,1,018,9,1994-01-10,1,426,70040050
1903-01-10,19030110,1903-01-10,19030110,1,037,2,2015-03-06,1,427,70040090
,19020600,,19020600,1,018,9,1994-02-07,1,428,70040254
1901-08-01,19010801,1901-08-01,19010801,1,045,9,1994-04-15,1,430,70040619
,18970500,,18970500,1,037,9,1994-04-04,1,431,70040667
1865-01-01,18650101,1865-01-01,18650101,1,046,9,1994-04-04,1,432,70040692
1894-05-01,18940501,1894-05-01,18940501,1,046,2,1989-04-27,1,433,70040705
1901-11-20,19011120,1901-11-20,19011120,1,028,6,1983-03-01,1,434,70040724
1899-07-15,18990715,1899-07-15,18990715,1,006,9,1994-04-25,1,435,70040795
1896-01-17,18960117,1896-01-17,18960117,1,049,9,1994-05-16,1,436,70040916
,19001200,,19001200,1,023,6,1983-03-01,1,439,70041127
,18940100,,18940100,1,037,9,1994-06-27,1,440,70041130
1903-01-19,19030119,1903-01-19,19030119,1,014,9,1994-07-11,1,441,70041265
1903-05-29,19030529,1903-05-29,19030529,1,048,9,1983-03-01,1,442,70041303
1895-02-08,18950208,1895-02-08,18950208,1,035,9,1994-08-08,1,444,70041422
1900-09-26,19000926,1900-09-26,19000926,1,018,9,1994-08-22,1,445,70041487
,19020700,,19020700,1,037,9,1994-08-29,1,447,70041511
,19020100,,19020100,1,051,9,1994-09-12,1,448,70041631
,19020700,,19020700,1,026,9,1994-09-26,1,449,70041689
1899-12-31,18991231,1899-12-31,18991231,1,046,9,1994-09-26,1,450,70041720
1901-10-21,19011021,1901-10-21,19011021,1,037,9,1994-10-03,1,451,70041751
1901-07-01,19010701,1901-07-01,19010701,1,046,6,1983-03-01,1,452,70041762
1900-03-01,19000301,1900-03-01,19000301,1,046,9,1994-10-17,1,453,70041868
1903-12-01,19031201,1903-12-01,19031201,1,018,9,1994-10-24,1,454,70041916
1899-04-15,18990415,1899-04-15,18990415,1,025,9,1994-10-31,1,455,70041961
1893-09-23,18930923,1893-09-23,18930923,1,046,9,1994-11-07,1,456,70041974
1903-12-04,19031204,1903-12-04,19031204,1,018,9,1994-11-28,1,457,70042124
1819-01-01,18190101,1819-01-01,18190101,1,046,9,1994-12-05,1,458,70042179
1901-01-01,19010101,1901-01-01,19010101,1,039,9,1994-12-12,1,459,70042198
1901-02-01,19010201,1901-02-01,19010201,1,039,9,1994-12-12,1,460,70042200
1893-01-01,18930101,1893-01-01,18930101,1,039,6,1983-03-01,1,461,70042201
,18970600,,18970600,1,023,9,1994-12-12,1,462,70042226
1904-03-01,19040301,1904-03-01,19040301,1,051,9,1995-01-16,1,464,70042374
1904-03-01,19040301,1904-03-01,19040301,1,052,9,1995-01-16,1,465,70042375
1903-11-12,19031112,1903-11-12,19031112,1,039,9,1995-01-30,1,466,70042467
,18890800,,18890800,1,019,6,1983-03-01,1,467,70042650
,18750100,,18750100,1,049,6,1983-03-01,1,468,70042663
1903-05-01,19030501,1903-05-01,19030501,1,020,9,1995-02-27,1,469,70042694
1865-08-13,18650813,1865-08-13,18650813,1,039,9,1995-03-20,1,470,70042796
,19000500,,19000500,1,046,9,1995-04-03,1,471,70042883
1902-12-31,19021231,1902-12-31,19021231,1,013,9,1995-04-03,1,472,70042909
,19040300,,19040300,1,051,9,1995-04-03,1,473,70042921
1873-08-13,18730813,1873-08-13,18730813,1,017,9,2005-05-21,1,476,70043162
1902-07-25,19020725,1902-07-25,19020725,1,036,9,2005-06-04,1,477,70043259
1889-02-07,18890207,1889-02-07,18890207,1,017,6,1983-03-01,1,479,70043313
1893-06-24,18930624,1893-06-24,18930624,1,017,9,1995-06-12,1,480,70043317
1903-11-15,19031115,1903-11-15,19031115,1,042,9,1995-06-26,1,481,70043371
1904-05-01,19040501,1904-05-01,19040501,1,046,9,1983-03-01,1,482,70043374
1860-01-01,18600101,1860-01-01,18600101,1,027,9,1983-03-01,1,483,70043460
,18840100,,18840100,1,018,6,1983-03-01,1,484,70043559
1892-06-18,18920618,1892-06-18,18920618,1,006,9,1995-07-24,1,485,70043567
1904-10-13,19041013,1904-10-13,19041013,1,026,9,1995-08-28,1,486,70043745
1904-09-15,19040915,1904-09-15,19040915,1,026,9,1995-08-28,1,487,70043746
,19040600,,19040600,1,051,9,1995-09-04,1,488,70043779
1903-04-27,19030427,1903-04-27,19030427,1,046,9,1995-10-09,1,489,70043969
,19030800,,19030800,2,035,9,1995-10-16,1,490,70043988
1904-08-01,19040801,1904-08-01,19040801,1,046,9,1995-11-06,1,491,70044082
1904-08-01,19040801,1904-08-01,19040801,1,046,9,1995-11-06,1,492,70044083
,19040800,,19040800,1,011,1,1986-06-16,1,493,70044233
,19040500,,19040500,1,004,9,1995-12-11,1,494,70044294
,18940700,,18940700,1,043,9,1983-03-01,1,495,70046172
1890-08-01,18900801,1890-08-01,18900801,1,046,9,2007-04-14,1,496,70048318
1896-07-01,18960701,1896-07-01,18960701,1,046,9,2007-12-01,1,497,70052592
1887-06-05,18870605,1887-06-05,18870605,1,052,9,1988-12-22,1,498,70053550
1901-06-28,19010628,1901-06-28,19010628,1,046,2,2022-05-27,1,499,70053811
1880-02-07,18800207,1880-02-07,18800207,1,039,6,1999-11-02,1,500,70054198
1897-08-01,18970801,1897-08-01,18970801,1,028,2,2008-07-25,1,501,70054214
1897-12-15,18971215,1897-12-15,18971215,1,021,9,1992-11-03,1,502,70058571
1897-03-01,18970301,1897-03-01,18970301,1,023,9,1992-11-03,1,503,70060257
,18060000,,18060000,1,017,9,2001-04-28,1,504,70060813
,18060000,,18060000,1,046,9,2001-04-28,1,505,70060813
1900-04-05,19000405,1900-04-05,19000405,1,015,9,1992-11-03,1,506,70061526
1898-09-01,18980901,1898-09-01,18980901,1,046,9,1992-11-03,1,507,70061764
1900-12-01,19001201,1900-12-01,19001201,1,018,9,1992-11-03,1,508,70062399
1900-12-18,19001218,1900-12-18,19001218,1,018,9,1992-11-03,1,509,70062464
,18560000,,18560000,1,008,9,1992-11-03,1,510,70062556
1879-04-01,18790401,1879-04-01,18790401,1,018,9,1992-11-03,1,511,70062590
,18790000,,18790000,1,009,9,2002-05-25,1,512,70063150
1900-08-15,19000815,1900-08-15,19000815,1,015,9,1992-11-03,1,513,70064112
1903-04-02,19030402,1903-04-02,19030402,1,046,2,2009-03-24,1,514,70068242
,19020000,,19020000,1,040,9,1995-10-09,1,515,70071509
,18840100,,18840100,1,006,9,1995-11-27,1,516,70072244
1902-12-29,19021229,1902-12-29,19021229,1,038,9,1996-05-22,1,517,70072521
,0,,0,1,006,9,1985-07-22,1,518,70087299
,0,,0,1,046,9,1985-07-22,1,520,70185152
,0,,0,1,044,9,1983-03-01,1,522,70199257
1947-03-05,19470305,1947-03-05,19470305,0,050,9,1984-10-27,1,523,70438036
1870-05-01,18700501,1870-05-01,18700501,1,049,9,2006-04-15,1,524,71000030
1880-01-01,18800101,1880-01-01,18800101,1,049,3,2005-01-27,1,525,71000031
1891-05-01,18910501,1891-05-01,18910501,1,018,9,1983-03-01,1,526,71000071
1892-05-01,18920501,1892-05-01,18920501,1,018,2,2010-01-13,1,527,71000072
,18740000,,18740000,1,049,2,2017-09-15,1,528,71000117
1889-01-15,18890115,1889-01-15,18890115,1,018,9,1986-02-24,1,529,71000148
,18700000,,18700000,1,046,9,1983-03-01,1,530,71000159
1881-04-05,18810405,1881-04-05,18810405,1,023,9,1983-03-01,1,531,71000193
,18930900,,18930900,1,004,6,1999-11-02,1,533,71000224
,18670000,,18670000,1,046,2,2010-01-13,1,534,71000226
,19001000,,19001000,1,046,2,2010-01-13,1,535,71000227
1904-12-20,19041220,1904-12-20,19041220,1,046,9,1983-03-01,1,536,71000228
1886-07-01,18860701,1886-07-01,18860701,1,046,9,1983-03-01,1,537,71000229
,18950200,,18950200,1,046,9,1983-03-01,1,538,71000230
,18950200,,18950200,1,046,9,1983-03-01,1,539,71000231
1885-11-13,18851113,1885-11-13,18851113,1,023,9,2006-11-04,1,541,71000237
1893-09-15,18930915,1893-09-15,18930915,1,023,9,1983-03-01,1,542,71000239
1894-10-16,18941016,1894-10-16,18941016,1,046,9,1983-03-01,1,544,71000299
1894-10-16,18941016,1894-10-16,18941016,1,001,9,1983-03-01,1,545,71000302
1894-11-12,18941112,1894-11-12,18941112,1,001,9,1983-03-01,1,546,71000303
1902-08-10,19020810,1902-08-10,19020810,1,001,9,1983-03-01,1,547,71000304
1891-04-01,18910401,1891-04-01,18910401,1,006,9,1983-03-01,1,548,71000322
1887-04-01,18870401,1887-04-01,18870401,1,005,9,2006-04-29,1,549,71000356
1874-07-17,18740717,1874-07-17,18740717,1,018,9,1983-03-01,1,551,71000361
1878-08-01,18780801,1878-08-01,18780801,1,018,9,1983-03-01,1,552,71000362
,18740000,,18740000,5,006,6,1999-11-02,1,553,71000365
1870-09-01,18700901,1870-09-01,18700901,1,014,9,1983-03-01,1,555,71000377
1896-12-15,18961215,1896-12-15,18961215,1,036,2,2020-03-16,1,556,71000394
,18941000,,18941000,1,034,9,1983-03-01,1,557,71000407
1903-06-04,19030604,1903-06-04,19030604,1,017,9,1983-03-01,1,558,71000422
,18750600,,18750600,1,049,9,2006-04-08,1,559,71000430
,18780400,,18780400,1,039,9,2006-04-15,1,560,71000433
,18950100,,18950100,1,039,9,1983-03-01,1,561,71000434
1893-10-01,18931001,1893-10-01,18931001,1,006,9,1983-03-01,1,562,71000451
,18940000,,18940000,1,027,6,1999-11-02,1,564,71000470
,18540000,,18540000,1,006,9,1983-03-01,1,565,71000481
,19000000,,19000000,1,006,9,1983-03-01,1,567,71000492
1898-04-20,18980420,1898-04-20,18980420,1,046,9,1983-03-01,1,568,71000507
1900-12-01,19001201,1900-12-01,19001201,1,046,9,1983-03-01,1,569,71000512
,18910200,,18910200,1,006,9,1983-03-01,1,570,71000520
,18910000,,18910000,1,046,9,1983-03-01,1,571,71000564
1898-06-01,18980601,1898-06-01,18980601,1,018,9,2006-05-27,1,572,71000587
1903-12-01,19031201,1903-12-01,19031201,1,006,9,2006-05-13,1,573,71000604
,18940000,,18940000,1,035,9,1983-03-01,1,574,71000610
1898-01-01,18980101,1898-01-01,18980101,1,029,9,1983-03-01,1,575,71000622
1900-12-12,19001212,1900-12-12,19001212,1,029,9,1983-03-01,1,576,71000623
,18940100,,18940100,1,029,9,1983-03-01,1,577,71000624
,18700000,,18700000,1,018,9,2000-12-15,1,578,71000626
1893-10-01,18931001,1893-10-01,18931001,1,046,9,1988-12-28,1,579,71000654
1891-07-15,18910715,1891-07-15,18910715,1,018,9,1983-03-01,1,580,71000657
,18700000,,18700000,1,018,9,2006-04-29,1,581,71000665
,18890000,,18890000,1,018,9,2006-05-13,1,582,71000666
,19040300,,19040300,1,036,9,1986-01-21,1,583,71000669
,18380000,,18380000,1,036,2,2020-03-16,1,584,71000670
1902-10-15,19021015,1902-10-15,19021015,1,036,9,1983-03-01,1,585,71000671
,18860000,,18860000,1,037,9,1983-03-01,1,587,71000697
,18670000,,18670000,1,036,9,1986-01-21,1,588,71000698
1903-02-12,19030212,1903-02-12,19030212,1,029,9,1983-03-01,1,589,71000701
1892-02-11,18920211,1892-02-11,18920211,1,046,6,1999-11-02,1,590,71000706
1878-02-02,18780202,1878-02-02,18780202,1,018,2,2020-03-16,1,591,71000712
,18881000,,18881000,1,021,6,1999-11-02,1,592,71000714
1905-04-01,19050401,1905-04-01,19050401,1,046,3,2006-04-18,1,593,71000727
,18620000,,18620000,1,036,2,2020-03-16,1,594,71000729
,18940000,,18940000,1,036,9,1986-01-21,1,595,71000748
,18970900,,18970900,1,016,9,1983-03-01,1,596,71000760
1889-07-01,18890701,1889-07-01,18890701,1,046,9,2006-06-16,1,597,71000810
,18650100,,18650100,1,034,6,1999-11-02,1,598,71000828
,18650100,,18650100,1,034,6,1999-11-02,1,599,71000829
1903-11-01,19031101,1903-11-01,19031101,1,013,6,1999-11-02,1,600,71000860
1892-12-06,18921206,1892-12-06,18921206,1,039,9,1988-12-28,1,601,71000861
,18800000,,18800000,3,012,9,2006-05-20,1,602,71000884
,18800000,,18800000,2,012,9,2006-05-20,1,603,71000885
,18870000,,18870000,1,013,9,1983-03-01,1,604,71000894
,18720000,,18720000,1,013,6,1999-11-02,1,605,71000895
,18951200,,18951200,1,035,9,1983-03-01,1,607,71000938
1895-01-01,18950101,1895-01-01,18950101,0,004,1,1983-03-01,1,608,71000953
,0,,0,1,052,1,1982-08-10,1,609,71000953
1877-01-01,18770101,1877-01-01,18770101,1,039,9,1983-03-01,1,610,71000967
1904-03-17,19040317,1904-03-17,19040317,1,037,9,1983-03-01,1,611,71001000
1887-01-01,18870101,1887-01-01,18870101,1,049,9,2007-02-24,1,613,71001077
1876-11-15,18761115,1876-11-15,18761115,1,046,9,1988-12-27,1,614,71001101
1876-11-15,18761115,1876-11-15,18761115,1,046,9,1988-12-27,1,615,71001102
1896-06-25,18960625,1896-06-25,18960625,1,046,9,1988-12-27,1,616,71001103
1868-04-11,18680411,1868-04-11,18680411,1,027,9,2006-08-12,1,617,71001114
,18740200,,18740200,1,027,9,1988-12-28,1,618,71001115
1895-12-01,18951201,1895-12-01,18951201,1,042,9,1983-03-01,1,619,71001123
,18670000,,18670000,1,042,9,1983-03-01,1,620,71001125
,18781200,,18781200,1,051,9,1983-03-01,1,621,71001133
,18930900,,18930900,2,046,9,1983-03-01,1,622,71001156
1895-05-01,18950501,1895-05-01,18950501,1,036,9,1983-03-01,1,623,71001165
1890-09-01,18900901,1890-09-01,18900901,1,012,9,2007-01-06,1,624,71001166
,18940000,,18940000,1,046,9,1983-03-01,1,625,71001187
,18991000,,18991000,1,046,9,1983-03-01,1,626,71001204
,18901100,,18901100,1,046,2,2008-12-17,1,627,71001206
,18920800,,18920800,1,018,9,2006-06-24,1,628,71001232
1896-01-30,18960130,1896-01-30,18960130,1,036,6,1999-11-02,1,630,71001234
,18730000,,18730000,1,036,2,2020-03-16,1,631,71001236
,18960000,,18960000,1,036,6,1999-11-02,1,632,71001238
,19020000,,19020000,1,036,6,1999-11-02,1,633,71001240
,18780000,,18780000,2,051,6,1999-11-02,1,634,71001241
,18951100,,18951100,1,052,9,1983-03-01,1,636,71001249
1884-08-06,18840806,1884-08-06,18840806,1,051,9,2006-06-03,1,637,71001252
,18210000,,18210000,1,038,9,1983-03-01,1,639,71001266
,18831200,,18831200,1,038,3,2023-03-02,1,640,71001268
1890-11-28,18901128,1890-11-28,18901128,1,006,9,1988-12-27,1,642,71001279
1901-02-20,19010220,1901-02-20,19010220,1,016,9,1988-12-27,1,643,71001300
1905-01-16,19050116,1905-01-16,19050116,1,046,9,1988-12-21,1,644,71001324
,18750000,,18750000,1,046,2,2009-03-27,1,645,71001326
,18700000,,18700000,1,043,9,1983-03-01,1,646,71001331
,18800000,,18800000,1,014,9,2006-05-13,1,647,71001332
1900-10-02,19001002,1900-10-02,19001002,1,019,9,1988-12-21,1,648,71001338
,18950000,,18950000,1,013,9,2006-08-05,1,649,71001370
,18740800,,18740800,1,009,9,1983-03-01,1,650,71001388
,18600000,,18600000,1,042,9,1983-03-01,1,651,71001430
,18740000,,18740000,1,034,2,2010-01-13,1,652,71001438
,18390000,,18390000,1,018,2,2017-07-11,1,653,71001448
1866-01-01,18660101,1866-01-01,18660101,1,039,6,1999-11-02,1,654,71001457
,18730700,,18730700,1,015,6,1999-11-02,1,655,71001477
,18730700,,18730700,1,015,2,2017-06-21,1,656,71001478
,18761100,,18761100,1,018,9,1983-03-01,1,657,71001557
,18880700,,18880700,1,022,9,1988-12-28,1,658,71001561
,18810100,,18810100,1,022,9,2007-09-22,1,659,71001565
,18810100,,18810100,1,022,6,1999-11-02,1,660,71001568
,18880000,,18880000,1,022,6,1999-11-02,1,661,71001582
,18900000,,18900000,1,022,6,1999-11-02,1,662,71001590
1893-01-23,18930123,1893-01-23,18930123,1,022,9,2007-01-27,1,663,71001599
,18950800,,18950800,1,022,9,2006-11-25,1,664,71001606
,18880000,,18880000,1,022,9,2006-10-21,1,665,71001612
1903-02-09,19030209,1903-02-09,19030209,1,001,9,1983-03-01,1,666,71001628
1899-10-20,18991020,1899-10-20,18991020,1,001,9,1983-03-01,1,667,71001635
1899-10-20,18991020,1899-10-20,18991020,1,001,9,1983-03-01,1,668,71001643
,18890600,,18890600,1,005,9,1983-03-01,1,669,71001646
,19020400,,19020400,1,046,9,1983-03-01,1,670,71001647
,18850000,,18850000,1,039,9,1992-11-03,1,671,71001667
,18860000,,18860000,1,039,9,1992-11-03,1,672,71001668
,18860100,,18860100,1,027,9,1983-03-01,1,673,71001681
,18880000,,18880000,1,018,9,1983-03-01,1,674,71001722
1896-02-15,18960215,1896-02-15,18960215,1,045,6,1999-11-02,1,675,71001732
,18900000,,18900000,1,028,9,1988-12-27,1,676,71001755
1889-11-01,18891101,1889-11-01,18891101,1,018,9,1983-03-01,1,677,71001769
1894-05-01,18940501,1894-05-01,18940501,1,046,9,1983-03-01,1,678,71001772
1903-01-01,19030101,1903-01-01,19030101,1,012,9,1988-12-20,1,679,71001785
1884-10-01,18841001,1884-10-01,18841001,1,016,9,1988-12-22,1,680,71001786
,18940700,,18940700,1,022,9,2007-01-27,1,681,71001798
,18850700,,18850700,1,022,6,1999-11-02,1,682,71001803
1880-06-01,18800601,1880-06-01,18800601,1,023,6,1999-11-02,1,683,71001875
,18740000,,18740000,1,006,9,1983-03-01,1,684,71001900
1891-05-19,18910519,1891-05-19,18910519,1,046,2,2010-01-13,1,685,71001928
,18801100,,18801100,1,049,9,2006-10-14,1,686,71001933
1896-10-01,18961001,1896-10-01,18961001,1,013,2,2020-03-16,1,687,71001966
1895-03-27,18950327,1895-03-27,18950327,1,018,9,1983-03-01,1,688,71001980
1894-11-01,18941101,1894-11-01,18941101,1,023,9,1988-12-28,1,689,71002006
1872-11-12,18721112,1872-11-12,18721112,0,039,1,1983-08-09,1,690,71002013
,18950000,,18950000,1,010,9,2006-05-13,1,691,71002016
1903-03-01,19030301,1903-03-01,19030301,1,036,9,1988-12-28,1,692,71002018
1893-11-01,18931101,1893-11-01,18931101,1,023,2,2020-03-16,1,693,71002022
,18941200,,18941200,1,006,6,1999-11-02,1,694,71002041
,18830200,,18830200,1,010,9,2006-05-27,1,695,71002046
1891-10-01,18911001,1891-10-01,18911001,1,047,9,1983-03-01,1,696,71002049
1889-08-15,18890815,1889-08-15,18890815,1,046,9,2006-04-22,1,697,71002057
,18940000,,18940000,1,022,2,2009-07-07,1,699,71002138
,18781000,,18781000,1,043,2,2015-07-30,1,700,71002145
1902-05-12,19020512,1902-05-12,19020512,1,014,9,1988-12-20,1,701,71002147
,18940000,,18940000,1,037,9,1983-03-01,1,702,71002169
,18860000,,18860000,1,044,9,1983-03-01,1,703,71002173
,18951000,,18951000,1,017,9,1983-03-01,1,704,71002193
,18810000,,18810000,1,018,9,1983-03-01,1,705,71002213
,18720000,,18720000,1,023,9,1983-03-01,1,706,71002226
1893-10-16,18931016,1893-10-16,18931016,1,045,9,1983-03-01,1,707,71002286
,18900000,,18900000,1,039,9,1983-03-01,1,708,71002301
,18770900,,18770900,6,046,6,1999-11-02,1,709,71002308
,18770900,,18770900,1,046,6,1999-11-02,1,710,71002309
,18770900,,18770900,1,046,6,1999-11-02,1,711,71002310
,19041100,,19041100,1,006,6,1999-11-02,1,712,71002354
1901-05-15,19010515,1901-05-15,19010515,1,046,9,1983-03-01,1,713,71002358
1901-05-15,19010515,1901-05-15,19010515,1,046,9,1983-03-01,1,714,71002359
,18870100,,18870100,1,047,9,1983-03-01,1,716,71002396
,18870100,,18870100,1,047,2,2020-03-16,1,717,71002397
,18700000,,18700000,1,047,9,1983-03-01,1,718,71002398
,18960000,,18960000,1,035,9,1988-12-27,1,719,71002408
1892-10-27,18921027,1892-10-27,18921027,1,049,9,1983-03-01,1,720,71002438
1898-01-01,18980101,1898-01-01,18980101,1,016,9,1983-03-01,1,721,71002488
,18810900,,18810900,1,046,6,1999-11-02,1,723,71002505
1890-01-02,18900102,1890-01-02,18900102,1,023,9,2006-05-13,1,724,71002511
1904-04-01,19040401,1904-04-01,19040401,1,039,6,1999-11-02,1,725,71002526
